tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
157,1854906733006651600,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Other']",2025-03-19 12:37:40.343242,0 days 00:00:28.938000
159,1854855842744434700,9,Positive,['Justifying Nazi ideology'],2025-03-19 12:40:59.947841,0 days 00:02:45.782000
160,1846951659219411500,9,Positive,['Justifying Nazi ideology'],2025-03-19 12:42:41.434245,0 days 00:01:41.129000
162,1803264551154262500,9,Positive,"['Calling for violence and hostility against Israel', 'Justifying Nazi ideology']",2025-03-19 12:43:33.178098,0 days 00:00:29.710000
164,1818538644011204900,9,Negative,[],2025-03-19 12:43:41.865856,0 days 00:00:03.717000
166,1895046621605568500,9,Irrelevant,[],2025-03-19 12:43:58.059522,0 days 00:00:06.522000
168,1897308405058138600,9,Irrelevant,[],2025-03-19 12:44:19.250133,0 days 00:00:11.709000
169,1861907865939689500,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-19 12:44:42.126592,0 days 00:00:22.609000
170,1829279278325989400,9,Positive,"['Calling for violence and hostility against Israel', 'Collective blame of Jews for actions of the State of Israel']",2025-03-19 12:45:02.293856,0 days 00:00:19.897000
171,1864771420678447400,9,Negative,[],2025-03-19 12:45:20.082432,0 days 00:00:17.500000
172,1747135117997552000,9,Irrelevant,[],2025-03-19 12:45:45.980136,0 days 00:00:25.635000
173,1897319205080588800,9,Negative,[],2025-03-19 12:45:55.689872,0 days 00:00:09.445000
174,1796093321133109200,9,Positive,"['Calling for violence and hostility against Israel', 'Comparing Israel and its policies to Nazi Germany']",2025-03-19 12:46:07.085255,0 days 00:00:11.126000
175,1822179880714285000,9,Irrelevant,[],2025-03-19 12:46:11.468187,0 days 00:00:04.115000
176,1755378209133109800,9,Positive,"['Calls for harming/killing Jews', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 12:46:24.144472,0 days 00:00:12.416000
177,1786633578891325700,9,Irrelevant,[],2025-03-19 12:49:17.242586,0 days 00:02:52.756000
178,1800081084014797000,9,Negative,[],2025-03-19 12:49:25.655677,0 days 00:00:08.139000
179,1880768789153002000,9,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 12:49:41.044283,0 days 00:00:15.115000
180,1870417092098584800,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-19 12:50:01.065583,0 days 00:00:19.492000
181,1750342962561835300,9,Negative,[],2025-03-19 12:50:21.154988,0 days 00:00:19.802000
182,1896766516785455000,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)']",2025-03-19 12:50:32.840634,0 days 00:00:11.367000
183,1877762712400204300,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 12:50:49.023350,0 days 00:00:15.945000
184,1890334963687399700,9,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-19 12:51:51.107672,0 days 00:01:01.809000
185,1827282659778949000,9,Negative,[],2025-03-19 12:52:10.859906,0 days 00:00:19.500000
186,1830515986379969000,9,Positive,['Justifying Nazi ideology'],2025-03-19 12:52:29.325839,0 days 00:00:18.185000
187,1854747771745509600,9,Negative,[],2025-03-19 12:52:48.019170,0 days 00:00:18.428000
188,1819721414364328200,9,Negative,[],2025-03-19 12:54:11.766547,0 days 00:01:23.340000
189,1831199241815118300,9,Positive,['Calling for violence and hostility against Israel'],2025-03-19 12:54:36.188934,0 days 00:00:24.104000
190,1822487643688747300,9,Irrelevant,[],2025-03-19 12:54:40.052229,0 days 00:00:03.529000
191,1867403879643853300,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 12:54:55.711790,0 days 00:00:15.349000
192,1819785538276376600,9,Irrelevant,[],2025-03-19 12:55:01.490993,0 days 00:00:05.447000
193,1871168303315722500,9,Negative,[],2025-03-19 12:55:06.528458,0 days 00:00:04.450000
194,1888743550621295000,9,Positive,['Justifying Nazi ideology'],2025-03-19 12:55:24.499804,0 days 00:00:17.367000
195,1822191131427230000,9,Irrelevant,[],2025-03-19 12:55:50.806381,0 days 00:00:25.722000
196,1774973511414780400,9,Positive,"['Calling for violence and hostility against Israel', 'Collective blame of Jews for actions of the State of Israel']",2025-03-19 12:58:53.842912,0 days 00:03:02.687000
197,1865695367939154400,9,Negative,[],2025-03-19 12:58:58.747162,0 days 00:00:04.656000
198,1822668032617198000,9,Negative,[],2025-03-19 12:59:08.518515,0 days 00:00:09.529000
199,1851414602686349300,9,Irrelevant,[],2025-03-19 12:59:12.683342,0 days 00:00:03.894000
200,1750803727152542200,9,Irrelevant,[],2025-03-19 12:59:14.811976,0 days 00:00:01.886000
201,1841049096574157000,9,Positive,['Justifying Nazi ideology'],2025-03-19 12:59:21.273147,0 days 00:00:06.213000
202,1878096967714394600,9,Negative,[],2025-03-19 12:59:44.010978,0 days 00:00:22.496000
203,1777580298089185300,9,Irrelevant,[],2025-03-19 13:00:08.500730,0 days 00:00:24.233000
204,1721478505442197500,9,Positive,"['Calling for violence and hostility against Israel', 'Collective blame of Jews for actions of the State of Israel']",2025-03-19 13:00:31.053369,0 days 00:00:22.194000
205,1864283410807525600,9,Negative,[],2025-03-19 13:00:44.700919,0 days 00:00:13.346000
206,1762713531651346700,9,Positive,['Calling for violence and hostility against Israel'],2025-03-19 13:00:57.639786,0 days 00:00:12.677000
207,1768462114010870000,9,Irrelevant,[],2025-03-19 13:01:00.219603,0 days 00:00:02.337000
208,1848151855236293000,9,Irrelevant,[],2025-03-19 13:01:16.426619,0 days 00:00:15.932000
209,1896684018588102700,9,Positive,['Justifying Nazi ideology'],2025-03-19 13:01:28.597484,0 days 00:00:11.909000
210,1887092969964175400,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:01:46.102967,0 days 00:00:17.240000
211,1869376992417812700,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:01:56.697354,0 days 00:00:10.337000
212,1877645970181423600,9,Negative,[],2025-03-19 13:02:11.213661,0 days 00:00:14.271000
213,1726013545337499600,9,Positive,['Calling for violence and hostility against Israel'],2025-03-19 13:02:40.157175,0 days 00:00:28.688000
214,1841598562414821400,9,Negative,[],2025-03-19 13:02:44.454412,0 days 00:00:04.043000
215,1795520116417007600,9,Negative,[],2025-03-19 13:02:51.740564,0 days 00:00:07.043000
217,1756089766083474000,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:03:28.538251,0 days 00:00:17.241000
219,1814806429288853800,9,Negative,[],2025-03-19 13:04:18.808213,0 days 00:00:15.028000
221,1866611154052657200,9,Negative,[],2025-03-19 13:04:36.252601,0 days 00:00:07.527000
223,1868319628302455000,9,Negative,[],2025-03-19 13:05:01.439082,0 days 00:00:14.088000
225,1821441855113838800,9,Negative,[],2025-03-19 13:05:33.797695,0 days 00:00:24.469000
227,1845076610258698500,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:05:48.800259,0 days 00:00:12.731000
229,1823785328681083100,9,Positive,['Other'],2025-03-19 13:06:19.620416,0 days 00:00:22.376000
232,1822925497816519000,9,Positive,['Justifying Nazi ideology'],2025-03-19 13:08:27.122757,0 days 00:00:10.392000
233,1835474342328902000,9,Irrelevant,[],2025-03-19 13:08:30.761407,0 days 00:00:03.369000
234,1792566318820106800,9,Irrelevant,[],2025-03-19 13:08:33.088038,0 days 00:00:02.028000
236,1834013428786094600,9,Irrelevant,[],2025-03-19 13:09:09.402647,0 days 00:00:11.196000
1280,1822585516145221600,6,Negative,[],2025-03-23 11:00:04.107024,0 days 00:00:15.528000
1281,1757935895968366600,6,Negative,[],2025-03-23 11:00:18.300057,0 days 00:00:13.746000
1282,1886932832519676400,6,Irrelevant,[],2025-03-23 11:00:24.600776,0 days 00:00:06.012000
1287,1824816693039997400,6,Positive,['Calling for violence and hostility against Israel'],2025-03-23 11:08:03.795577,0 days 00:02:57.731000
1288,1791787443294994400,6,Positive,['Calling for violence and hostility against Israel'],2025-03-23 11:08:44.218543,0 days 00:00:40.110000
1289,1789057116277231900,6,Negative,[],2025-03-23 11:09:42.090889,0 days 00:00:57.453000
1292,1879266699054362600,6,Negative,[],2025-03-23 11:13:22.083973,0 days 00:01:03.453000
1293,1886310902456271000,6,Negative,[],2025-03-23 11:14:03.845689,0 days 00:00:41.292000
1294,1888993298125131800,6,Irrelevant,[],2025-03-23 11:14:20.820936,0 days 00:00:16.580000
1298,1762390008735158500,6,Negative,[],2025-03-23 11:18:16.205803,0 days 00:00:59.324000
1302,1869220564000481800,6,Irrelevant,[],2025-03-23 11:19:07.667821,0 days 00:00:28.211000
1303,1889424325427830800,6,Irrelevant,[],2025-03-23 11:19:14.363203,0 days 00:00:06.289000
1304,1718024789812789200,6,Negative,[],2025-03-23 11:19:36.651527,0 days 00:00:21.969000
1305,1893432160607928600,6,Irrelevant,[],2025-03-23 11:19:43.053118,0 days 00:00:05.999000
1306,1817488401970438700,6,Negative,[],2025-03-23 11:19:53.625055,0 days 00:00:10.198000
1307,1854472837152882700,6,Irrelevant,[],2025-03-23 11:19:58.395187,0 days 00:00:04.398000
1308,1751187645668180200,6,Irrelevant,[],2025-03-23 11:20:05.346364,0 days 00:00:06.582000
1310,1828152668185076000,6,Negative,[],2025-03-23 12:29:22.273267,0 days 00:00:14.347000
1313,1717126086155489300,6,Positive,['Other'],2025-03-23 12:30:41.258941,0 days 00:00:31.975000
1314,1813158825522053000,6,Uncertain,[],2025-03-23 12:31:17.600586,0 days 00:00:35.920000
1315,1756536978932466200,6,Negative,[],2025-03-23 12:31:26.822788,0 days 00:00:08.812000
1320,1823359405779239200,6,Irrelevant,[],2025-03-23 12:33:45.762437,0 days 00:00:08.798000
1322,1792851815912161500,6,Positive,"['Other', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-23 12:35:07.594156,0 days 00:01:12.169000
1323,1847645646741799400,6,Negative,[],2025-03-23 12:35:24.637803,0 days 00:00:16.633000
1324,1737413363377054000,6,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-23 12:36:56.786797,0 days 00:01:31.573000
1325,1819721414364328200,6,Irrelevant,[],2025-03-23 12:37:03.614130,0 days 00:00:06.516000
1326,1820157721540166000,6,Irrelevant,[],2025-03-23 12:37:07.562319,0 days 00:00:03.593000
1327,1767353584293909000,6,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-23 12:37:33.230948,0 days 00:00:25.347000
1328,1885871804515811600,6,Negative,[],2025-03-23 12:37:52.236131,0 days 00:00:18.631000
1329,1841236791715881200,6,Uncertain,[],2025-03-23 12:38:41.504164,0 days 00:00:48.666000
1331,1798249179321647400,6,Negative,[],2025-03-23 12:39:03.878324,0 days 00:00:15.144000
1332,1865164937812963300,6,Uncertain,[],2025-03-23 12:39:55.015752,0 days 00:00:50.699000
1334,1877998402652283100,6,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-23 12:40:36.029223,0 days 00:00:20.706000
1335,1822502982774391300,6,Negative,[],2025-03-23 12:40:44.137909,0 days 00:00:07.710000
1337,1745386645715878400,6,Uncertain,[],2025-03-23 12:41:02.693894,0 days 00:00:10.748000
1343,1793024579666927900,6,Irrelevant,[],2025-03-23 12:43:03.843570,0 days 00:00:10.961000
1347,1889326039857287400,6,Negative,[],2025-03-23 12:44:00.389576,0 days 00:00:10.990000
1348,1796669802876178400,6,Irrelevant,[],2025-03-23 12:44:03.477687,0 days 00:00:02.659000
1349,1798123209868611600,6,Negative,[],2025-03-23 12:44:16.144131,0 days 00:00:12.281000
1350,1737370885512896500,6,Uncertain,[],2025-03-23 12:44:47.925055,0 days 00:00:31.402000
1352,1894343653633462500,6,Irrelevant,[],2025-03-23 12:45:49.680060,0 days 00:00:05.095000
1353,1798886287836926200,6,Positive,"['Calling for violence and hostility against Israel', 'Other']",2025-03-23 12:47:07.435587,0 days 00:01:17.312000
1355,1883372290681066000,6,Irrelevant,[],2025-03-23 12:47:24.319339,0 days 00:00:05.890000
1356,1743044545166881000,6,Positive,['Other'],2025-03-23 12:48:37.476709,0 days 00:01:12.654000
1357,1887078389573456100,6,Negative,[],2025-03-23 12:49:01.747924,0 days 00:00:23.910000
1358,1837101512239047200,6,Negative,[],2025-03-23 12:49:27.230887,0 days 00:00:25.072000
1367,1850903794000777700,6,Negative,[],2025-03-23 12:52:52.957171,0 days 00:00:14.631000
1368,1868090429113254100,6,Negative,[],2025-03-23 12:53:06.125300,0 days 00:00:12.758000
1369,1873558881571569700,6,Negative,[],2025-03-23 12:53:15.113991,0 days 00:00:08.694000
1371,1843593597691801600,6,Negative,[],2025-03-23 12:53:37.090280,0 days 00:00:03.330000
1372,1888030768791765500,6,Negative,[],2025-03-23 12:53:55.623730,0 days 00:00:18.105000
1374,1756078328430436400,6,Negative,[],2025-03-23 12:54:42.314625,0 days 00:00:07.343000
1375,1747006807279903000,6,Negative,[],2025-03-23 12:54:54.263146,0 days 00:00:11.547000
1376,1870420311520473300,6,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-23 12:55:08.105687,0 days 00:00:13.514000
1555,1878965410445595000,15,Negative,[],2025-03-24 09:14:48.381909,0 days 00:00:04.693000
216,1795643009734005200,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:03:11.040570,0 days 00:00:19.030000
218,1735615039946867000,9,Positive,['Calling for violence and hostility against Israel'],2025-03-19 13:04:03.355531,0 days 00:00:34.520000
220,1862885624119775500,9,Negative,[],2025-03-19 13:04:28.484873,0 days 00:00:09.408000
222,1746345126371443200,9,Positive,['Calls for harming/killing Jews'],2025-03-19 13:04:47.069589,0 days 00:00:10.568000
224,1848668562992275500,9,Negative,[],2025-03-19 13:05:09.081796,0 days 00:00:07.293000
226,1891953164007486000,9,Irrelevant,[],2025-03-19 13:05:35.771373,0 days 00:00:01.710000
228,1892404777503408400,9,Irrelevant,[],2025-03-19 13:05:57.003579,0 days 00:00:07.956000
230,1886314866929262800,9,Irrelevant,[],2025-03-19 13:06:25.886971,0 days 00:00:06.026000
231,1820755460301160700,9,Irrelevant,[],2025-03-19 13:08:16.467724,0 days 00:01:50.319000
235,1855320479449358600,9,Irrelevant,[],2025-03-19 13:08:57.946291,0 days 00:00:24.595000
237,1885947749100892700,9,Positive,"['Cynical use of the Holocaust and Holocaust denial', 'Comparing Israel and its policies to Nazi Germany']",2025-03-19 13:09:26.032702,0 days 00:00:16.362000
238,1743934103081161000,9,Negative,[],2025-03-19 13:09:33.055828,0 days 00:00:06.752000
239,1785995936906510600,9,Irrelevant,[],2025-03-19 13:09:35.434603,0 days 00:00:02.120000
240,1889882838146884000,9,Negative,[],2025-03-19 13:09:43.138745,0 days 00:00:07.439000
241,1875427793045221400,9,Irrelevant,[],2025-03-19 13:09:45.969603,0 days 00:00:02.558000
242,1844980852066800000,9,Irrelevant,[],2025-03-19 13:09:49.172590,0 days 00:00:02.952000
243,1746693130584518700,9,Positive,"['Comparing Israel and its policies to Nazi Germany', 'Calling for violence and hostility against Israel']",2025-03-19 13:10:04.395830,0 days 00:00:14.888000
244,1796985220996240000,9,Positive,['Other'],2025-03-19 13:10:39.470194,0 days 00:00:34.806000
245,1898880694191116300,9,Negative,[],2025-03-19 13:11:16.492961,0 days 00:00:36.747000
246,1792552460843938000,9,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 13:11:25.813261,0 days 00:00:09.046000
247,1895992439409951200,9,Positive,['Other'],2025-03-19 13:11:34.958574,0 days 00:00:08.858000
248,1893585377539359200,9,Negative,[],2025-03-19 13:11:51.377567,0 days 00:00:16.142000
249,1764213922872307700,9,Irrelevant,[],2025-03-19 13:11:57.387318,0 days 00:00:05.741000
250,1822486202404176400,9,Negative,[],2025-03-19 13:12:06.169758,0 days 00:00:08.518000
251,1882107729248186600,8,Negative,[],2025-03-19 14:35:45.389645,0 days 00:02:26.424000
252,1881705000759648500,8,Negative,[],2025-03-19 14:36:24.704178,0 days 00:00:38.628000
253,1808731082336108500,8,Positive,['Comparing Israel and its policies to Nazi Germany'],2025-03-19 14:38:05.875477,0 days 00:01:40.617000
254,1869376992417812700,8,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-19 14:39:39.587807,0 days 00:01:33.133000
255,1889565159804252200,8,Positive,"['Cynical use of the Holocaust and Holocaust denial', 'Other']",2025-03-19 14:41:39.823102,0 days 00:01:59.597000
256,1884089718574625000,8,Negative,[],2025-03-19 14:42:13.265181,0 days 00:00:32.802000
257,1756089766083474000,8,Negative,[],2025-03-19 14:44:18.824192,0 days 00:01:08.971000
258,1793263303529226500,8,Negative,[],2025-03-19 14:45:38.227294,0 days 00:01:18.848000
259,1800081084014797000,8,Irrelevant,[],2025-03-19 14:46:12.424538,0 days 00:00:33.100000
260,1881412423011463400,8,Irrelevant,[],2025-03-19 14:46:35.507703,0 days 00:00:22.443000
261,1883474728679289000,8,Irrelevant,[],2025-03-19 14:46:46.145240,0 days 00:00:10
262,1878096967714394600,8,Negative,[],2025-03-19 14:46:52.583479,0 days 00:00:05.928000
263,1859716099371344400,8,Positive,['Comparing Israel and its policies to Nazi Germany'],2025-03-19 14:47:39.144100,0 days 00:00:46.038000
264,1889488761966219500,8,Irrelevant,[],2025-03-19 14:47:46.867150,0 days 00:00:07.269000
265,1742590255625273600,8,Irrelevant,[],2025-03-19 14:47:51.224282,0 days 00:00:03.812000
266,1880251093470646500,8,Negative,[],2025-03-19 14:48:12.318913,0 days 00:00:20.525000
267,1800409693703274800,8,Irrelevant,[],2025-03-19 14:48:40.185026,0 days 00:00:27.272000
268,1842055813873168600,8,Irrelevant,[],2025-03-19 14:48:57.624149,0 days 00:00:16.512000
269,1862495487057654000,8,Negative,[],2025-03-19 14:49:17.225323,0 days 00:00:19.101000
270,1828659645801759000,8,Negative,[],2025-03-19 14:49:31.911436,0 days 00:00:13.459000
271,1870693649803334000,8,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Blood libels and religiously based antisemitism']",2025-03-19 14:50:23.786141,0 days 00:00:51.008000
