content,sentiment,decision_source
@Mark_Butler_MP The problem is government over reach . 💀☠️,Irrelevant,Pro user
"If you're only safe if people remain silent about genocide maybe rethink your moral framework. Know what's horrifying? That your sense of 'safety' is predicated on the killing, subjugation, occupation & domination of another people. 
Pro-Israel voices gaslighting a genocide.",Positive,Pro user
I'm racist,Positive,Pro user
"BAP twitter crying about the CEO getting shot are the same people who call themselves Nietzschean. 

What that man did was an act of will to power by taking matters into his own hands. 

It's almost like the champagne rightists are a bunch of pussies at the end of the day!",Irrelevant,Pro user
"@jeremyleibler @AdamBandt Always offended , never ashamed .",Irrelevant,Pro user
You're ruining anti-Semitism with this negro chungus fantasy bro,Positive,Pro user
"@elonmusk I want NOTHING to do with this dystopian hellscape and, instead, want to return to the beauty of the past; a time when man was aligned not with technology, vanity, & greed, but with nature & God

H/T @TheRightQTA",Irrelevant,Pro user
"This table shows the senior leadership in the mainstream media.

Jews are 2% of America
Those in red on the graph are Jewish

H/T @Aleksander1671",Positive,Pro user
Palestinians are tortured and abused in jail with no one ever being held to account.,Positive,Pro user
@ThomasSewellx @jacobhersant Free Thomas Sewell! (and Jacob Hersant),Positive,Pro user
"JUST BRILLIANT!

A FREE PALESTINE IS CLOSER THAN EVER!",Positive,Pro user
@TRobinsonNewEra Shakespeare was writing a 1000 years later and in Romeo&Juliet kids were getting married at 10 for political reasons  . Juliets mother scolded her for being old at 13,Irrelevant,Pro user
"@therealrukshan ""Indians are hard workers"" said no non-Indian ever.

You're parasites who are only obsessed with what mediocre wealth you can gain from your hosts.

Indians will willingly enslave themselves to the top, but they'll lie, cheat and cut corners as much as possible to get there.",Negative,Pro user
Conway's advocacy for #Israel will draw protests. Better still boycott her concerts,Positive,Pro user
This is what white power looks like ⚡️⚡️,Negative,Pro user
@PeterSweden7 Matted pubic hair,Negative,Pro user
"@AFpost Codeword ""Hashtag"" received Mr President 🫡",Positive,Pro user
@Steve_Laws_ That is actually quite cool that you are so mission focused on preserving and advancing the White race and nation. Respect. Give no quarter and expect none 🫡,Negative,Pro user
"You are an enabler, a co-conspirator, an abettor, an accessory to genocide.",Positive,Pro user
@KeithWoodsYT Real. I wish westerners would stop lauding these places. Nothing except our countries matter.,Negative,Pro user
Adelaide banner action 20/7/24,Irrelevant,Pro user
The complicity was from the get-go.,Irrelevant,Pro user
@UnApostate @Ribor82 @s4ving @yofat6 @ShaykhSulaiman So at what age on the arabic peninsula in 600 ad should sexual mature girls be allowed to marry,Irrelevant,Pro user
@MannieMighty1 I'm relieved I got it wrong actually . Could have been accused of being in the Toad Klux Klan,Positive,Pro user
Journalists literally throwing tantrums to defend Israel.,Positive,Pro user
What a waste of taxpayers money. Time for the forelock tugging to stop @AusRepublic,Negative,Pro user
@Vitaliko @ACTBrigitte Its capital is Jerusalem . The muslims took control of it in 637 . They took it from Christains not jews . Because you people were still Khazarians then,Positive,Pro user
Absolutely GOATED video,Irrelevant,Pro user
"Shut up you race traitor, Hail Victory!",Positive,Pro user
"The humanity of @plalor shames @craighutchy 'If anything, this episode is instructive. People with more at stake are forced to be silent for fear of these reprisals. I'm in a more fortunate position and of a more careless disposition'",Irrelevant,Pro user
"Update on the members of the NSN who were arrested today at a service, from Joel Davis on TG:

""I am now hearing that for the ""crime"" of peacefully attempting to attend the Last Post at the Shrine of Remembrance to remember his ancestors who served Australia in both world wars, Jim Roberts was not only arrested but also charged and denied bail. 

He will by heard by the Melbourne Magistrates Court either tonight or tomorrow morning. I still don't know what the actual charge is.""

https://t.co/nRd9u4ykJj",Irrelevant,Pro user
@IImpartialTruth,Irrelevant,Pro user
Staff at Melbourne University have formed a human picket line to safeguard the students inside.,Irrelevant,Pro user
"So the woman sent to retrieve the files on Epstein, a JEW, Maxwell, a JEW, & their ties (prospectively) to Israel, Mossad, & JEWS, was @emilyraustin, a JEW, who wore a Star of David/Remphan on an @x space & video?

H/T @YoteOfStreet",Positive,Pro user
@WotanPrince Low IQ is correlated with low impulse control.,Irrelevant,Pro user
@PPC4Liberty,Positive,Pro user
"The audacity of Israel to compare the Hamas attack a 9/11 when they're doing a 9/11 every fucking day. 

Fuck Israel and all its vile supporters.",Positive,Pro user
Fellow nationalist Jim Roberts was also arrested for the crime of wanting to honour the men who fought and died for this country while being White.,Negative,Pro user
Gold!,Irrelevant,Pro user
Forward! March!,Irrelevant,Pro user
@maskedhersant @QldPolice this is police brutality,Irrelevant,Pro user
Fucking hilarious.,Irrelevant,Pro user
"@Mick_O_Keeffe If a climate change protester or Muslim blocks traffic:

1) use both hands to grasp their clothing, palms facing down, then scrunch the clothing with fists

2) twist both fists so your thumbs point up

3) this will provide a secure hold to drag the person off the road",Negative,Pro user
"We will not forget. This is an historical photo, tyranny.",Irrelevant,Pro user
My column @themercurycomau #Israel lobby attacks freedom of speech and the @abcnews is spineless #AntionetteLattouf,Positive,Pro user
"We won't be silenced!

Get out, loud and proud for Palestine!",Positive,Pro user
This is Israel. This is Zionism.,Positive,Pro user
@GunterFehlinger You're mentally ill. Europe needs more Europeans.,Negative,Pro user
"@elonmusk If so, why do so many JEWS write books hating on whites? 

Why is THIS hateful bullsh@t tolerated?",Positive,Pro user
@KeithWoodsYT Indians are as resentful as Jews.,Positive,Pro user
@NoticerNews He is pretty good at fielding questions,Irrelevant,Pro user
@warfareanalysis So how did Abu Bakr become Khalifa.  This is how I own people who don't understand,Negative,Pro user
"@elonmusk But WHO WERE THE COMMUNISTS?

Were they JEWS?

Time to learn the history weren't taught folks 👇",Positive,Pro user
More pics from this evening,Irrelevant,Pro user
"@AfricanHub_ Why are Africans in Australia, shouldn't you be in Africa? 

I mean seriously, you lot stick out like a sore thumb. 

And yes, everyone knows the knife and machete stuff is just around the corner once you get your numbers up. You ain't foolin anyone nigga",Negative,Pro user
Did I miss this on the news?,Irrelevant,Pro user
"Sydney EAM members at there monthly meetup, @NSNContactBot @EuropeanAusMvt",Irrelevant,Pro user
@propagandopolis Where is the lie?,Irrelevant,Pro user
"@DanBilzerian @KimDotcom What type of religion could say crap like the below? 

Is this not bigoted & genocidal?",Positive,Pro user
"I'm an ARC Future Fellow in Sociology, multi-award winning author of 14 books, former lawyer, an Australian Muslim Palestinian Egyptian intimately connected with grassroots community- and yet in the past 7 months I have had a mere 1 invitation for an interview across all platforms of our national broadcaster. That was @abcnews in October 2023. Since then nothing. 
ABC radio- zero invites
ABC Q&A- I have not been invited back onto the program since May 2021 and not for want of my name being pitched. There has only been 1 other Palestinian guest, @iamthenas, and he has only been invited once despite the fact Gaza has been a topic in multiple episodes. 

This is deliberate, calculated censorship and erasure. There is no question about my qualifications to speak on what is happening, on my scholarly expertise and lived experience. I can run circles around the people on this episode of Insiders for example. 
This is anti-Palestinian racism in its purest form. It is racial segregation by our national broadcaster which platforms Anglo guests to offer their ideologically loaded opinions whilst Palestinian experts are excluded and deliberately ignored. 
That I am not surprised by the ABC's institutional racism (hello @antoinette_news ) is not the point of this tweet. My point is that we will keep on writing the record of the ABC's role as handmaiden to genocide. We will keep on recording this history of racial segregation and the names of the people who make the decisions and the bystanders who chose silence over principled journalism. 
So ABC, are you brave enough to invite me?",Negative,Pro user
