content,sentiment,decision_source
"Brian Thompson pulled himself up from nothing - just a normal guy from a working class family in a rural area to CEO of America's largest healthcare provider.

Only to be executed by some rich kid whose grandad owned golf courses and a radio station. 

I stand with Brian Thompson",Negative,User agreement
Something important happened today. Find out more:,Irrelevant,User agreement
"Stephen Ireland, the founder of Pride in Surrey in the UK, has been arrested and charged with 37 counts related to rape and sexual abuse of children under the age of 13!David Sutton, a volunteer with the organization, also faces multiple child sexual abuse charges.Is anyone surprised?",Negative,User agreement
😭😂,Irrelevant,User agreement
This will never leave me,Irrelevant,User agreement
Now why would Dan Scavino say something like this?JD Vance was thinking about skipping the inauguration. Some say because it's Jr. who may be stepping in.Some say it's because there will not be one due to 1871 Act US Corp being dissolved. Some say that January 19th will make January 20th unnecessary. Some say because Q said remember that day as if it is more important than Jan 20th.Some say that Donald Trump will make an historic announcement that will be the 'Trump Card'.Who knows?All outcomes I am sure will be very entertaining. We only have about 7 days left.,Negative,User agreement
"Israel attacked Iran in three phases.The first phase involved a subphase destroying a radar site in Syria and suppressing ISR in Iraq, that worked. The next subphase involved launching a drone swarm and SEAD missiles at Tehran, from Jordanian airspace. That failed, everything was shot down -- 100% shoot down rate. The second phase repeated this attack, with greater saturation, it also failed, though a AD site (MIM23 Hawk) exploded for unknown reasons, likely malfunction, killing its operators.The third phase was an attack that came from Azerbaijan. This attack involved low-observability cruise missiles. This was the only attack phase that worked, but it seems their target identification failed -- all the buildings were already emptied.Overall, the attack was a complete failure. Iran didn't even use its best air or highest tier air-defense, but its coordination was perfect. At no time did Israeli fighter jets penetrate or even get NEAR Iranian airspace.Israelis are clownishly pretending they destroyed Iranian AD. If that were the case, there wouldn't just be 3 phases, but an infinite number of phases, they would be bombing Iran RIGHT NOW.",Negative,User agreement
https://t.co/ifKFbHC5TV,Irrelevant,User agreement
https://t.co/BwDeP04phc,Irrelevant,User agreement
https://t.co/y7lwSg0cUH,Irrelevant,User agreement
How Israel used to control the narrative untilnoticing became mainstream...Now they've resorted to changing our laws to prohibit us from discussing what we've all noticed 😂,Positive,User agreement
Do you all see this? 😄Do you know how huge this development is?They are throwing in yhe towel and waving the white flag. 🏳I know someone is extremely worried right now. And you all know who that is. Think CIA Five Eyes. Who was the keystone? This should be very easy.,Negative,User agreement
I hope you all know that tomorrow starts the 20 year reign of Pluto being in Aquarius. The impact this will have on the world will be  massive. And will usher in the Golden Age officially & cosmically. Can you all guess when the last time thus happened? The American French Revolution. Which is still talked about today. So you can imagine the implications of this event tomorrow.,Negative,User agreement
"Swanston St, Naarm/Melbourne now. Tens of thousands marching for Palestine and Lebanon. 'Israel, USA - how many kids did you kill today?' ✊🇵🇸🇱🇧",Positive,User agreement
The welfare state was among the main advances won by the socialist movement in the 20th century. Today's neoliberal governments (including Labor) are dismantling it and we're regressing to a situation where those in need are dependent on (often religious) charities to survive.,Negative,User agreement
"Thank you to the more than 67,000 people who voted 1 for a VS candidate in this year's Victorian council elections. Across the 80 or so council wards we stood a candidate in, we achieved an average vote of 10.8 percent - a decent outcome for a still relatively new party.",Negative,User agreement
"Are ""Israelis"" demon possessed or literally demons?",Positive,User agreement
"It's clear Labor won't act unless pushed.With a minority government likely, the Greens will keep Peter Dutton out and get Labor to wind back handouts for wealthy property investors, make big corporations pay tax, and use that money to build homes people can afford.",Negative,User agreement
"A very senior person in Defence leaked information about the cancellation of a $7 billion satellite contract- the exact same offence David McBride was charged with, and of course no police investigationThere's one rule for the senior officers club and another for the rest of us",Irrelevant,User agreement
@RepTenney @RepTenney ummmmmm. You might want to sit this one out. Who has historical rights over the USA?,Negative,User agreement
Join the GNN Hangout Discord server (invite link in comments),Irrelevant,User agreement
Donald Trump told you all today that this is a chess game being played at the highest levels. Who has to make the final move in order for their to be a checkmate? Hint: It's not the Whitehats. 😎,Negative,User agreement
"This election, we can't keep voting for the same two parties and expecting a different result.More Greens will keep Dutton out and get Labor to act.On May 3, Vote 1 Greens.",Negative,User agreement
If now isn't the time to leave AUKUS I don't know when is,Irrelevant,User agreement
Reminder. Neither are my kids,Irrelevant,User agreement
"The problem is that these scum are attracted here by our weak government and generous welfare. They have no intention of fitting into our culture. In fact, they despise everything we stand for. Deport the lot of them immediately and shut the border to Middle-East migration permanently #auspol",Negative,User agreement
'This article is more than 24 years old',Irrelevant,User agreement
"Candace Owens on conservatives not having an issue with Andrew Tate until he went against the j*ws and criticized Israel 😳""They turned on me when i went on Piers Morgan and criticized Israel""",Negative,Pro user
"We know that to end violence, we must be able to measure it. Understanding the scale of the issue with accurate, verified, closer to real-time data is critical.

The new dashboard will mean everyone working to end violence against women and children, is better equipped.",Negative,Pro user
This is the real Israel. Hatred and entitlement running through their veins.,Positive,Pro user
"Did you know: John Wilkes Booth was JEWISH?

What did Lincoln do shortly before the assassination? Who, disproportionately, owned the slaves in America?

Source : @kanarymine2",Positive,User agreement
