content,sentiment
@MannieMighty1 I'm relieved I got it wrong actually . Could have been accused of being in the Toad Klux Klan,Positive
Journalists literally throwing tantrums to defend Israel.,Positive
What a waste of taxpayers money. Time for the forelock tugging to stop @AusRepublic,Negative
@Vitaliko @ACTBrigitte Its capital is Jerusalem . The muslims took control of it in 637 . They took it from Christains not jews . Because you people were still Khazarians then,Positive
Absolutely GOATED video,Irrelevant
"Shut up you race traitor, Hail Victory!",Positive
"The humanity of @plalor shames @craighutchy 'If anything, this episode is instructive. People with more at stake are forced to be silent for fear of these reprisals. I'm in a more fortunate position and of a more careless disposition'",Irrelevant
"Update on the members of the NSN who were arrested today at a service, from Joel Davis on TG:

""I am now hearing that for the ""crime"" of peacefully attempting to attend the Last Post at the Shrine of Remembrance to remember his ancestors who served Australia in both world wars, Jim Roberts was not only arrested but also charged and denied bail. 

He will by heard by the Melbourne Magistrates Court either tonight or tomorrow morning. I still don't know what the actual charge is.""

https://t.co/nRd9u4ykJj",Irrelevant
@IImpartialTruth,Irrelevant
Staff at Melbourne University have formed a human picket line to safeguard the students inside.,Irrelevant
"So the woman sent to retrieve the files on Epstein, a JEW, Maxwell, a JEW, & their ties (prospectively) to Israel, Mossad, & JEWS, was @emilyraustin, a JEW, who wore a Star of David/Remphan on an @x space & video?

H/T @YoteOfStreet",Positive
@WotanPrince Low IQ is correlated with low impulse control.,Irrelevant
@PPC4Liberty,Positive
"The audacity of Israel to compare the Hamas attack a 9/11 when they're doing a 9/11 every fucking day. 

Fuck Israel and all its vile supporters.",Positive
Fellow nationalist Jim Roberts was also arrested for the crime of wanting to honour the men who fought and died for this country while being White.,Negative
Gold!,Irrelevant
Forward! March!,Irrelevant
@maskedhersant @QldPolice this is police brutality,Irrelevant
Fucking hilarious.,Irrelevant
"@Mick_O_Keeffe If a climate change protester or Muslim blocks traffic:

1) use both hands to grasp their clothing, palms facing down, then scrunch the clothing with fists

2) twist both fists so your thumbs point up

3) this will provide a secure hold to drag the person off the road",Negative
"We will not forget. This is an historical photo, tyranny.",Irrelevant
My column @themercurycomau #Israel lobby attacks freedom of speech and the @abcnews is spineless #AntionetteLattouf,Positive
"We won't be silenced!

Get out, loud and proud for Palestine!",Positive
This is Israel. This is Zionism.,Positive
@GunterFehlinger You're mentally ill. Europe needs more Europeans.,Negative
"@elonmusk If so, why do so many JEWS write books hating on whites? 

Why is THIS hateful bullsh@t tolerated?",Positive
@KeithWoodsYT Indians are as resentful as Jews.,Positive
@NoticerNews He is pretty good at fielding questions,Irrelevant
@warfareanalysis So how did Abu Bakr become Khalifa.  This is how I own people who don't understand,Negative
"@elonmusk But WHO WERE THE COMMUNISTS?

Were they JEWS?

Time to learn the history weren't taught folks 👇",Positive
More pics from this evening,Irrelevant
"@AfricanHub_ Why are Africans in Australia, shouldn't you be in Africa? 

I mean seriously, you lot stick out like a sore thumb. 

And yes, everyone knows the knife and machete stuff is just around the corner once you get your numbers up. You ain't foolin anyone nigga",Negative
Did I miss this on the news?,Irrelevant
"Sydney EAM members at there monthly meetup, @NSNContactBot @EuropeanAusMvt",Irrelevant
@propagandopolis Where is the lie?,Irrelevant
"@DanBilzerian @KimDotcom What type of religion could say crap like the below? 

Is this not bigoted & genocidal?",Positive
"I'm an ARC Future Fellow in Sociology, multi-award winning author of 14 books, former lawyer, an Australian Muslim Palestinian Egyptian intimately connected with grassroots community- and yet in the past 7 months I have had a mere 1 invitation for an interview across all platforms of our national broadcaster. That was @abcnews in October 2023. Since then nothing. 
ABC radio- zero invites
ABC Q&A- I have not been invited back onto the program since May 2021 and not for want of my name being pitched. There has only been 1 other Palestinian guest, @iamthenas, and he has only been invited once despite the fact Gaza has been a topic in multiple episodes. 

This is deliberate, calculated censorship and erasure. There is no question about my qualifications to speak on what is happening, on my scholarly expertise and lived experience. I can run circles around the people on this episode of Insiders for example. 
This is anti-Palestinian racism in its purest form. It is racial segregation by our national broadcaster which platforms Anglo guests to offer their ideologically loaded opinions whilst Palestinian experts are excluded and deliberately ignored. 
That I am not surprised by the ABC's institutional racism (hello @antoinette_news ) is not the point of this tweet. My point is that we will keep on writing the record of the ABC's role as handmaiden to genocide. We will keep on recording this history of racial segregation and the names of the people who make the decisions and the bystanders who chose silence over principled journalism. 
So ABC, are you brave enough to invite me?",Negative
@DaveAtherton20 Someone buy that good boi a steak!,Irrelevant
"What is it, if not genocide?",Negative
"Did titan of industry, Henry Ford really say this?

H/T @RealPamJones",Irrelevant
From the river to the sea Palestine will be free.,Positive
"A Jewish-Zionist Aust  Melbourne man is killing Palestinians in Gaza. Brazen, proud. Muslim/Arab kids are warned not to even google the word Hamas bc of anti-terror laws targeting our communities. This is why I refuse the language of terrorism. I reject Western definitions. (1)",Positive
"@DrewPavlou Once again, you continue to give us free exposure through your hysterical feminine paranoia which has no basis in reality.

We just want traitors and racial aliens like you out of our country. We will continue to peacefully organise to that end.

MASS DEPORTATIONS NOW!",Negative
"Serious question: 

Why are so few BLACKS aware that JEWS disproportionately ran the SLAVE TRADE?",Positive
This is Israel. This is Zionism.,Negative
Julius Evola paintings irl,Irrelevant
"""98% of white mothers reported the black father DOES NOT SUPPORT their child financially, 97% reported the father is not in the child's life, & 97% used welfare to support themselves""

Does the ""media"" advertise this as trendy? If so, why?",Negative
"@wayotworld Machiavelli, The Discourses, Book 3.36: ""Reasons why the French have been, and still are, looked upon in the beginning of battle as more than men, and afterwards as less than women""",Irrelevant
"@JacintaAllanMP Jew lapdog cries out in pain about ""freedom haters"" as it promises to take away freedoms, this stuff writes itself 😂",Positive
Thank you to Sydney University Staff for Palestine for standing up for academic freedom and the right to speak against genocide and racism.,Positive
Hundreds of attacks on Muslims in Australia since 9/11 but the media takes no notice. That's because Muslim lives matter less in this country and because of racism #auspol,Negative
Mass deportations now! Australia for the White man. @NSNContactBot @EuropeanAusMvt,Negative
Finally got to see this,Irrelevant
"Australia for the White man!
- Adelaide banner action 
@southaustralia_ @NSNContactBot @EuropeanAusMvt",Negative
If you don't like it 🖕🏼,Irrelevant
"If you're talking about Israelis  being released & not talking about Pal hostages & how they've been treated. Are you a reporter or a propagandist?

@abcnews @Channel9 @Channel10AU @Channel7 @SBSNews @3AW693 @smh @theage @theheraldsun @australian @westaustralian @couriermail",Positive
